date,value
-21.6,46.46215448
-21.5,44.59294902
-21.4,47.10453985
-21.3,40.21740264
-21.2,41.62189855
-21.1,40.80273506
-21,38.89376507
-20.9,44.19473077
-20.8,33.04285364
-20.7,37.98003241
-20.6,41.9066489
-20.5,39.60299438
-20.4,29.55815736
-20.3,36.83764861
-20.2,34.9557761
-20.1,30.89860966
-20,38.24924633
-19.9,35.90196135
-19.8,41.40863949
-19.7,29.22955183
-19.6,39.32522053
-19.5,36.03759429
-19.4,39.54613773
-19.3,38.85449545
-19.2,41.13705195
-19.1,41.11534571
-19,37.0962851
-18.9,38.57969657
-18.8,42.83761735
-18.7,41.94916738
-18.6,42.02673737
-18.5,46.16763711
-18.4,40.37640653
-18.3,46.15741938
-18.2,45.02037304
-18.1,38.78478045
-18,40.44806665
-17.9,47.88915114
-17.8,39.78582589
-17.7,39.01849608
-17.6,44.4126267
-17.5,42.35085272
-17.4,45.29189633
-17.3,37.60225892
-17.2,46.19394015
-17.1,43.33213325
-17,38.12976638
-16.9,39.36825058
-16.8,42.6529683
-16.7,45.40405295
-16.6,26.74049059
-16.5,34.41397987
-16.4,35.7297454
-16.3,30.88664415
-16.2,34.19702426
-16.1,35.86910562
-16,32.633345
-15.9,30.97958647
-15.8,31.34971527
-15.7,28.53229178
-15.6,20.38433255
-15.5,18.54988021
-15.4,23.35324644
-15.3,21.74853381
-15.2,17.95296923
-15.1,19.14345607
-15,20.11237793
-14.9,20.36506029
-14.8,17.39520137
-14.7,15.16053662
-14.6,21.27291347
-14.5,15.49052524
-14.4,16.51609418
-14.3,15.64442685
-14.2,19.48873493
-14.1,10.05730139
-14,14.8831439
-13.9,11.28102534
-13.8,8.391594458
-13.7,11.46133924
-13.6,8.729963946
-13.5,11.02338356
-13.4,5.565426721
-13.3,13.36922256
-13.2,12.34577135
-13.1,14.75324934
-13,14.08280789
-12.9,19.06500691
-12.8,22.925215
-12.7,21.44337628
-12.6,11.94516946
-12.5,17.7094959
-12.4,19.31701454
-12.3,23.5677496
-12.2,8.836109972
-12.1,18.65775373
-12,20.65169619
-11.9,24.0574628
-11.8,20.01907071
-11.7,15.87146795
-11.6,22.47017651
-11.5,24.16740827
-11.4,18.19887689
-11.3,19.74146582
-11.2,25.46260461
-11.1,23.77051417
-11,21.28405059
-10.9,14.86543763
-10.8,17.91864421
-10.7,26.70601857
-10.6,18.61606201
-10.5,19.97687568
-10.4,19.66807544
-10.3,15.94631462
-10.2,23.90485435
-10.1,16.16534375
-10,15.77657655
-9.9,18.50550535
-9.8,12.23240039
-9.7,14.25178292
-9.6,12.3666373
-9.5,7.502426785
-9.4,14.57215904
-9.3,12.91156065
-9.2,7.832787765
-9.1,7.55567025
-9,9.057796072
-8.9,1.116094536
-8.8,3.740038202
-8.7,1.935871241
-8.6,6.457948732
-8.5,-0.62574104
-8.4,-5.14501471
-8.3,-3.942085196
-8.2,2.790293746
-8.1,4.374381223
-8,7.076134139
-7.9,6.584127285
-7.8,4.769479958
-7.7,3.013754548
-7.6,2.320425403
-7.5,-0.145299761
-7.4,-3.66466857
-7.3,-0.152923079
-7.2,0.453836686
-7.1,-0.925632729
-7,4.224154994
-6.9,2.728423693
-6.8,3.714559351
-6.7,-2.863381339
-6.6,0.888949611
-6.5,1.616798419
-6.4,2.573023069
-6.3,5.363389725
-6.2,1.577619317
-6.1,6.302611772
-6,-2.2462071
-5.9,13.41738949
-5.8,3.320105564
-5.7,12.4466511
-5.6,10.85358352
-5.5,10.51609087
-5.4,9.294222218
-5.3,12.16696089
-5.2,14.60141819
-5.1,13.77495012
-5,7.347948011
-4.9,11.45991706
-4.8,14.75725454
-4.7,8.918925419
-4.6,12.64449392
-4.5,5.054099568
-4.4,10.90407488
-4.3,13.7196513
-4.2,17.22941324
-4.1,10.25907975
-4,9.170877447
-3.9,10.2382574
-3.8,7.51077661
-3.7,7.972647977
-3.6,6.595973096
-3.5,3.872947996
-3.4,0.723179626
-3.3,-0.206341548
-3.2,-2.052840529
-3.1,4.909927883
-3,-4.705937122
-2.9,-2.27063894
-2.8,6.021638417
-2.7,-0.143581767
-2.6,-4.46006716
-2.5,-2.707100128
-2.4,-5.052325115
-2.3,-5.552877748
-2.2,0.629371419
-2.1,-2.848499446
-2,-5.168231598
-1.9,-9.87809402
-1.8,-2.671547112
-1.7,-2.786643847
-1.6,-10.70299259
-1.5,-10.65046575
-1.4,-1.800789134
-1.3,-11.9852347
-1.2,-7.535636838
-1.1,-7.580943454
-1,1.651813132
-0.9,-14.31067213
-0.8,-0.571325512
-0.7,-14.22479382
-0.6,-4.779236382
-0.5,-0.616822701
-0.4,-8.772334569
-0.3,2.182735905
-0.2,1.418484298
-0.1,0.33359522
7.11E-13,0.667761295
0.1,-0.76230813
0.2,6.781953072
0.3,1.624495333
0.4,7.594034557
0.5,6.801743522
0.6,3.345298454
0.7,-4.029582219
0.8,1.628242767
0.9,12.73093183
1,8.95490079
1.1,12.12258674
1.2,10.56645117
1.3,0.391574483
1.4,3.305247252
1.5,5.499990717
1.6,9.953197144
1.7,5.124100121
1.8,7.443575626
1.9,5.838794954
2,12.21132863
2.1,4.540359336
2.2,4.968008243
2.3,8.976051297
2.4,5.51119487
2.5,1.744519104
2.6,10.35873122
2.7,10.37148958
2.8,6.128381736
2.9,2.668575526
3,3.182234043
3.1,0.135615648
3.2,1.881465859
3.3,0.23988397
3.4,-4.787716468
3.5,4.024011716
3.6,-3.184553833
3.7,-6.228940517
3.8,-0.855152061
3.9,-7.030842442
4,-8.244944118
4.1,-9.771588183
4.2,-4.351311945
4.3,-1.073312292
4.4,-7.034669234
4.5,-6.6713083
4.6,-11.52036087
4.7,-6.834158868
4.8,-4.042385114
4.9,-6.716493809
5,-6.496560053
5.1,-3.567560225
5.2,3.067031438
5.3,-1.758582548
5.4,-8.098121923
5.5,-1.714434553
5.6,3.488127924
5.7,2.5855137
5.8,-4.741977351
5.9,0.00016946
6,6.243068519
6.1,-6.22734977
6.2,1.758140942
6.3,5.724534598
6.4,-2.8479306
6.5,11.74569743
6.6,6.301456726
6.7,-1.049585346
6.8,6.084820864
6.9,12.57563927
7,14.53357843
7.1,12.29775546
7.2,9.126587398
7.3,5.169107209
7.4,11.47767378
7.5,15.58197157
7.6,14.55986322
7.7,11.30794741
7.8,9.380561696
7.9,21.44895595
8,15.23393382
8.1,7.820583229
8.2,17.08531868
8.3,20.00628059
8.4,15.21677696
8.5,11.28444153
8.6,14.58372753
8.7,11.16875926
8.8,19.64284873
8.9,20.70620034
9,15.30551944
9.1,14.83788141
9.2,16.34941445
9.3,5.69144721
9.4,12.08594577
9.5,8.602617243
9.6,13.94761199
9.7,3.022352453
9.8,3.958177114
9.9,8.4606213
10,11.48462566
10.1,7.342362693
10.2,3.821146258
10.3,-1.660082746
10.4,4.831545822
10.5,0.610279834
10.6,5.852575245
10.7,9.128995842
10.8,4.80138161
10.9,7.851317404
11,8.764126857
11.1,1.75857837
11.2,10.93311449
11.3,8.801908664
11.4,9.844980348
11.5,10.30991617
11.6,1.26217269
11.7,8.631208511
11.8,10.46966294
11.9,6.248553015
12,9.827437822
12.1,16.49665835
12.2,7.309468314
12.3,10.96639587
12.4,16.60199948
12.5,19.82292415
12.6,23.50039551
12.7,16.91009958
12.8,18.28335268
12.9,20.68455499
13,16.85079841
13.1,24.80062478
13.2,20.64168067
13.3,24.07423085
13.4,28.54927865
13.5,21.54236088
13.6,24.46762823
13.7,26.12939068
13.8,29.84169187
13.9,27.05933355
14,38.10692948
14.1,31.27116474
14.2,23.66897295
14.3,33.65857402
14.4,34.50374382
14.5,33.41417291
14.6,34.1991641
14.7,29.89759241
14.8,27.29175595
14.9,39.97492285
15,38.77269533
15.1,27.4318601
15.2,26.26018926
15.3,24.82080326
15.4,30.50555489
15.5,32.53554738
15.6,27.0485387
15.7,23.27911265
15.8,24.43211227
15.9,26.48221734
16,24.2258062
16.1,22.91686907
16.2,24.58858472
16.3,20.14585252
16.4,20.47843983
16.5,27.28532135
16.6,14.14326426
16.7,24.57409737
16.8,30.86635025
16.9,24.51907321
17,33.86344533
17.1,31.33169759
17.2,25.64839916
17.3,31.50818488
17.4,25.31666242
17.5,19.70421843
17.6,26.90785163
17.7,27.59201811
17.8,34.76484389
17.9,37.68657962
18,30.93855143
18.1,29.03439772
18.2,34.70629371
18.3,32.13005739
18.4,30.19804361
18.5,32.83098123
18.6,41.60824926
18.7,35.76054615
18.8,44.38218478
18.9,38.47826076
19,42.08487013
19.1,43.40552034
19.2,46.80055311
19.3,43.70788952
19.4,46.1248126
19.5,39.81061131
19.6,48.78026478
19.7,50.03158432
19.8,54.39375692
19.9,54.27116249
20,47.2933368
20.1,55.32306749
20.2,51.32749929
20.3,57.08833349
20.4,52.8959488
20.5,57.15222774
20.6,56.78672555
20.7,57.90974998
20.8,55.76950583
20.9,51.96709101
21,56.28473523
21.1,57.42745796
21.2,58.32103218
21.3,57.95271149
21.4,48.44881053
21.5,54.68722344
21.6,55.18851826
21.7,53.7764812
21.8,61.07188373
21.9,54.78808227
22,50.90840314
22.1,51.25744058
22.2,47.64760376
22.3,52.2749381
22.4,52.91676157
22.5,48.71558414
22.6,54.51316195
22.7,53.62288036
22.8,54.44017944
22.9,47.39190002
23,51.72225178
23.1,47.36386044
23.2,48.66766624
23.3,62.00557039
23.4,53.55360571
23.5,57.74646475
23.6,55.01255457
23.7,65.04949161
23.8,59.50447158
23.9,60.24380079
24,47.57462425
24.1,58.92865969
24.2,59.58169343
24.3,58.03445366
24.4,62.65114025
24.5,58.03213624
24.6,62.55393176
24.7,68.75234191
24.8,66.03103136
24.9,69.01813887
25,74.26567421
25.1,66.37359017
25.2,71.59720112
25.3,72.50021154
25.4,76.90193349
25.5,80.18953282
25.6,76.99672349
25.7,80.80058633
25.8,85.57010916
25.9,76.24110647
26,78.19605362
26.1,85.34979452
26.2,82.80819905
26.3,80.01818769
26.4,87.16075369
26.5,83.48016215
26.6,86.27981902
26.7,84.5269483
26.8,86.81791889
26.9,82.45206815
27,91.55490837
27.1,88.53685502
27.2,88.15480743
27.3,88.74402163
27.4,91.01991391
27.5,85.12480027
27.6,88.69613035
27.7,85.04196282
27.8,79.02179377
27.9,83.94967713
28,91.90755139
28.1,88.61853485
28.2,84.7323241
28.3,93.02670769
28.4,85.48570279
28.5,95.7795948
28.6,88.81054523
28.7,91.94198771
28.8,81.32755328
28.9,85.31145119
29,94.53576076
29.1,85.76960878
29.2,88.88672405
29.3,87.96776012
29.4,94.91622322
29.5,92.22167007
29.6,84.71614748
29.7,84.56367141
29.8,88.97696785
29.9,92.17503269
30,92.22203333
30.1,96.31118408
30.2,96.24096981
30.3,95.69524127
30.4,97.4793677
30.5,85.01824084
30.6,100.6512072
30.7,103.9774372
30.8,103.5505704
30.9,103.3036219
31,102.3540191
31.1,110.7260183
31.2,106.0177547
31.3,110.2170153
31.4,104.7097706
31.5,114.1484379
31.6,116.4675217
31.7,113.65932
31.8,113.3086962
31.9,114.4731551
32,112.2874406
32.1,114.6412491
32.2,114.4899616
32.3,116.1394809
32.4,120.4798256
32.5,122.781892
32.6,120.6725944
32.7,119.2742724
32.8,129.2081719
32.9,127.7660876
33,122.5553468
33.1,128.1926064
33.2,131.2480135
33.3,135.0985542
33.4,126.3475252
33.5,134.8096443
33.6,134.6333937
33.7,134.9063211
33.8,138.3373016
33.9,131.533767
34,139.0853515
34.1,131.4446731
34.2,136.7645095
34.3,141.3149505
34.4,132.451548
34.5,133.760496
34.6,131.2431925
34.7,133.5528231
34.8,129.8751569
34.9,129.8777865
35,136.5435868
35.1,134.3539433
35.2,140.2965561
35.3,129.8942501
35.4,130.6509625
35.5,133.9363205
35.6,135.7148197
35.7,140.6647991
35.8,134.1580788
35.9,140.915958
36,142.3546638
36.1,138.3908333
36.2,138.5479822
36.3,136.1599473
36.4,135.6024289
36.5,134.7396528
36.6,149.3479435
36.7,144.6620641
36.8,141.7975582
36.9,149.5957087
37,150.4622376
37.1,148.4618676
37.2,149.7397618
37.3,145.5109802
37.4,153.6347734
37.5,155.2844875
37.6,160.8096035
37.7,154.9758265
37.8,157.6022639
37.9,163.3821912
38,164.9553647
38.1,164.9166509
38.2,164.8194936
38.3,172.0154404
38.4,166.8908053
38.5,169.6933041
38.6,171.4151938
38.7,176.0094649
38.8,173.2059074
38.9,174.8368872
39,179.9771237
39.1,180.5862154
39.2,179.1850216
39.3,185.5557263
39.4,172.1117183
39.5,183.1786756
39.6,184.5273977
39.7,177.0866922
39.8,175.6337735
39.9,188.039932
40,185.8498901
40.1,191.0581268
40.2,183.1149991
40.3,185.5617832
40.4,187.8297671
40.5,178.3948517
40.6,188.1225717
40.7,184.7915792
40.8,190.9142874
40.9,183.9884097
41,182.6940914
41.1,187.4741668
41.2,184.0244419
41.3,185.2834452
41.4,183.5140057
41.5,183.5598563
41.6,191.8096272
41.7,186.128517
41.8,186.8931956
41.9,187.0643263
42,188.2523744
42.1,192.1663171
42.2,184.7090197
42.3,190.099936
42.4,193.8699882
42.5,194.9729021
42.6,195.7434305
42.7,195.1233544
42.8,198.9023018
42.9,193.7826814
43,201.0603376
43.1,201.0563417
43.2,194.5154733
43.3,209.0155928
43.4,200.3966839
43.5,210.7715242
43.6,209.1689628
43.7,208.6382107
43.8,211.8290702
43.9,207.19169
44,211.1547097
44.1,219.4207598
44.2,220.4273258
44.3,218.1714335
44.4,224.6156702
44.5,225.0981439
44.6,227.7949394
44.7,228.9695865
44.8,224.480787
44.9,230.5939947
45,234.5242727
45.1,233.0984555
45.2,236.8191644
45.3,241.0476473
45.4,237.9311191
45.5,231.8575225
45.6,238.399875
45.7,242.2999559
45.8,237.8446704
45.9,246.8135974
46,242.7054791
46.1,236.2219869
46.2,249.3308247
46.3,242.6059713
46.4,246.7986556
46.5,238.2865182
46.6,243.6478946
46.7,248.3177345
46.8,244.2497868
46.9,240.5180011
47,247.7565465
47.1,243.686738
47.2,253.9089914
47.3,250.3121282
47.4,250.4125506
47.5,253.2401326
47.6,250.8692405
47.7,243.3075775
47.8,252.4166636
47.9,247.5935018
48,242.4747298
48.1,242.1555555
48.2,247.0162942
48.3,259.0851671
48.4,252.965266
48.5,251.0382311
48.6,254.2756239
48.7,258.0117657
48.8,256.6937727
48.9,261.028872
49,255.3673352
49.1,256.057472
49.2,262.1177424
49.3,253.1300031
49.4,267.905801
49.5,261.5113874
49.6,270.503046
49.7,272.8345754
49.8,267.3038861
49.9,264.3424049
