date,value
1982/5/19,1.8
1982/5/26,1.8
1982/6/3,1.8
1982/6/10,1.76
1982/6/17,1.74
1982/6/24,1.73
1982/7/1,1.74
1982/7/9,1.72
1982/7/16,1.72
1982/7/23,1.77
1982/7/30,1.74
1982/8/6,1.71
1982/8/13,1.7
1982/8/20,1.74
1982/8/27,1.74
1982/9/3,1.73
1982/9/13,1.71
1982/9/20,1.71
1982/9/27,1.7
1982/10/4,1.68
1982/10/12,1.72
1982/10/19,1.71
1982/10/26,1.69
1982/11/3,1.68
1982/11/10,1.66
1982/11/18,1.6
1982/11/26,1.59
1982/12/3,1.64
1982/12/10,1.61
1982/12/17,1.6
1982/12/24,1.6
1982/12/31,1.62
1983/1/7,1.61
1983/1/14,1.58
1983/1/21,1.57
1983/1/28,1.54
1983/2/4,1.52
1983/2/11,1.54
1983/2/18,1.54
1983/2/28,1.51
1983/3/7,1.52
1983/3/14,1.51
1983/3/21,1.47
1983/3/28,1.45
1983/4/4,1.49
1983/4/11,1.53
1983/4/18,1.56
1983/4/25,1.57
1983/5/2,1.57
1983/5/9,1.57
1983/5/16,1.56
1983/5/23,1.56
1983/5/31,1.6
1983/6/7,1.57
1983/6/14,1.52
1983/6/21,1.53
1983/6/28,1.53
1983/7/6,1.54
1983/7/13,1.53
1983/7/20,1.52
1983/7/27,1.53
1983/8/3,1.51
1983/8/10,1.48
1983/8/17,1.51
1983/8/24,1.52
1983/8/31,1.49
1983/9/8,1.49
1983/9/15,1.5
1983/9/22,1.5
1983/9/29,1.5
1983/10/6,1.49
1983/10/14,1.5
1983/10/21,1.5
1983/10/28,1.5
1983/11/4,1.49
1983/11/15,1.49
1983/11/22,1.47
1983/11/30,1.46
1983/12/7,1.44
1983/12/14,1.42
1983/12/21,1.42
1983/12/29,1.45
1984/1/6,1.41
1984/1/13,1.41
1984/1/20,1.4
1984/1/27,1.4
1984/2/3,1.43
1984/2/10,1.41
1984/2/21,1.44
1984/2/28,1.49
1984/3/6,1.48
1984/3/13,1.47
1984/3/20,1.44
1984/3/27,1.45
1984/4/3,1.43
1984/4/10,1.44
1984/4/17,1.42
1984/4/24,1.41
1984/5/1,1.4
1984/5/8,1.38
1984/5/15,1.39
1984/5/22,1.39
1984/5/30,1.38
1984/6/6,1.4
1984/6/13,1.39
1984/6/20,1.37
1984/6/27,1.35
1984/7/5,1.32
1984/7/12,1.31
1984/7/19,1.33
1984/7/26,1.33
1984/8/2,1.31
1984/8/9,1.31
1984/8/16,1.33
1984/8/23,1.31
1984/8/30,1.31
1984/9/7,1.27
1984/9/14,1.27
1984/9/21,1.25
1984/9/28,1.23
1984/10/5,1.24
1984/10/15,1.21
1984/10/22,1.2
1984/10/29,1.21
1984/11/5,1.27
1984/11/14,1.26
1984/11/21,1.23
1984/11/29,1.2
1984/12/6,1.21
1984/12/13,1.19
1984/12/20,1.16
1984/12/28,1.16
1985/1/7,1.14
1985/1/14,1.11
1985/1/22,1.12
1985/1/29,1.11
1985/2/5,1.11
1985/2/13,1.09
1985/2/21,1.08
1985/2/28,1.08
1985/3/7,1.07
1985/3/14,1.08
1985/3/21,1.19
1985/3/28,1.23
1985/4/4,1.19
1985/4/11,1.25
1985/4/18,1.29
1985/4/25,1.2
1985/5/2,1.22
1985/5/9,1.24
1985/5/16,1.26
1985/5/23,1.26
1985/5/31,1.29
1985/6/7,1.27
1985/6/14,1.28
1985/6/21,1.29
1985/6/28,1.31
1985/7/8,1.34
1985/7/15,1.39
1985/7/22,1.39
1985/7/29,1.43
1985/8/5,1.37
1985/8/12,1.38
1985/8/19,1.4
1985/8/26,1.41
1985/9/3,1.37
1985/9/10,1.31
1985/9/17,1.34
1985/9/24,1.43
1985/10/1,1.41
1985/10/8,1.41
1985/10/16,1.41
1985/10/23,1.43
1985/10/30,1.44
1985/11/6,1.44
1985/11/14,1.43
1985/11/21,1.44
1985/11/29,1.49
1985/12/6,1.48
1985/12/13,1.44
1985/12/20,1.43
1985/12/30,1.44
1986/1/7,1.44
1986/1/14,1.44
1986/1/22,1.39
1986/1/29,1.4
1986/2/5,1.39
1986/2/12,1.41
1986/2/20,1.45
1986/2/27,1.48
1986/3/6,1.46
1986/3/13,1.46
1986/3/20,1.49
1986/3/27,1.48
1986/4/3,1.46
1986/4/10,1.46
1986/4/17,1.53
1986/4/24,1.53
1986/5/1,1.53
1986/5/8,1.54
1986/5/15,1.54
1986/5/22,1.49
1986/5/30,1.47
1986/6/6,1.5
1986/6/13,1.52
1986/6/20,1.5
1986/6/27,1.53
1986/7/7,1.53
1986/7/14,1.48
1986/7/21,1.5
1986/7/28,1.48
1986/8/4,1.47
1986/8/11,1.49
1986/8/18,1.49
1986/8/25,1.48
1986/9/2,1.49
1986/9/9,1.48
1986/9/16,1.48
1986/9/23,1.45
1986/9/30,1.45
1986/10/7,1.43
1986/10/15,1.44
1986/10/22,1.43
1986/10/29,1.41
1986/11/5,1.42
1986/11/13,1.42
1986/11/20,1.41
1986/11/28,1.43
1986/12/5,1.43
1986/12/12,1.43
1986/12/19,1.43
1986/12/29,1.47
1987/1/6,1.48
1987/1/13,1.49
1987/1/21,1.52
1987/1/28,1.54
1987/2/4,1.52
1987/2/11,1.52
1987/2/19,1.53
1987/2/26,1.54
1987/3/5,1.58
1987/3/12,1.59
1987/3/19,1.6
1987/3/26,1.61
1987/4/2,1.61
1987/4/9,1.62
1987/4/16,1.63
1987/4/23,1.64
1987/4/30,1.66
1987/5/7,1.68
1987/5/14,1.68
1987/5/21,1.68
1987/5/29,1.63
1987/6/5,1.63
1987/6/12,1.65
1987/6/19,1.62
1987/6/26,1.61
1987/7/3,1.61
1987/7/10,1.61
1987/7/17,1.61
1987/7/24,1.6
1987/7/31,1.59
1987/8/7,1.57
1987/8/14,1.59
1987/8/21,1.63
1987/8/28,1.63
1987/9/4,1.65
1987/9/14,1.64
1987/9/21,1.65
1987/9/28,1.64
1987/10/5,1.62
1987/10/13,1.65
1987/10/20,1.65
1987/10/27,1.7
1987/11/3,1.74
1987/11/10,1.79
1987/11/18,1.77
1987/11/25,1.79
1987/12/3,1.81
1987/12/10,1.83
1987/12/17,1.84
1987/12/24,1.83
1988/1/4,1.88
1988/1/11,1.82
1988/1/19,1.78
1988/1/26,1.77
1988/2/2,1.77
1988/2/9,1.75
1988/2/17,1.75
1988/2/24,1.76
1988/3/2,1.77
1988/3/9,1.85
1988/3/16,1.85
1988/3/23,1.84
1988/3/30,1.88
1988/4/6,1.88
1988/4/13,1.84
1988/4/20,1.89
1988/4/27,1.88
1988/5/4,1.86
1988/5/11,1.89
1988/5/18,1.86
1988/5/25,1.86
1988/6/2,1.8
1988/6/9,1.81
1988/6/16,1.79
1988/6/23,1.76
1988/6/30,1.71
1988/7/8,1.7
1988/7/15,1.66
1988/7/22,1.74
1988/7/29,1.71
1988/8/5,1.69
1988/8/12,1.72
1988/8/19,1.7
1988/8/26,1.69
1988/9/2,1.68
1988/9/12,1.7
1988/9/19,1.68
1988/9/26,1.67
1988/10/3,1.7
1988/10/11,1.72
1988/10/18,1.75
1988/10/25,1.75
1988/11/1,1.77
1988/11/8,1.77
1988/11/16,1.82
1988/11/23,1.84
1988/12/1,1.85
1988/12/8,1.85
1988/12/15,1.83
1988/12/22,1.8
1988/12/30,1.81
1989/1/9,1.76
1989/1/17,1.77
1989/1/24,1.77
1989/1/31,1.75
1989/2/7,1.74
1989/2/14,1.77
1989/2/22,1.75
1989/3/1,1.72
1989/3/8,1.72
1989/3/15,1.72
1989/3/22,1.72
1989/3/29,1.69
1989/4/5,1.7
1989/4/12,1.69
1989/4/19,1.71
1989/4/26,1.69
1989/5/3,1.68
1989/5/10,1.67
1989/5/17,1.61
1989/5/24,1.57
1989/6/1,1.57
1989/6/8,1.57
1989/6/15,1.52
1989/6/22,1.55
1989/6/29,1.55
1989/7/7,1.62
1989/7/14,1.61
1989/7/21,1.62
1989/7/28,1.64
1989/8/4,1.61
1989/8/11,1.59
1989/8/18,1.57
1989/8/25,1.57
1989/9/1,1.56
1989/9/11,1.55
1989/9/18,1.57
1989/9/25,1.61
1989/10/2,1.62
1989/10/10,1.56
1989/10/17,1.58
1989/10/24,1.61
1989/10/31,1.58
1989/11/7,1.58
1989/11/14,1.58
1989/11/21,1.57
1989/11/29,1.57
1989/12/6,1.58
1989/12/13,1.59
1989/12/20,1.6
1989/12/28,1.61
1990/1/5,1.64
1990/1/12,1.67
1990/1/22,1.64
1990/1/29,1.68
1990/2/5,1.7
1990/2/12,1.7
1990/2/20,1.7
1990/2/27,1.69
1990/3/6,1.65
1990/3/13,1.6
1990/3/20,1.61
1990/3/27,1.63
1990/4/3,1.64
1990/4/10,1.63
1990/4/17,1.63
1990/4/24,1.63
1990/5/1,1.64
1990/5/8,1.67
1990/5/15,1.68
1990/5/22,1.69
1990/5/30,1.69
1990/6/6,1.69
1990/6/13,1.71
1990/6/20,1.72
1990/6/27,1.74
1990/7/5,1.78
1990/7/12,1.8
1990/7/19,1.81
1990/7/26,1.81
1990/8/2,1.85
1990/8/9,1.87
1990/8/16,1.9
1990/8/23,1.95
1990/8/30,1.92
1990/9/7,1.89
1990/9/14,1.9
1990/9/21,1.85
1990/9/28,1.87
1990/10/5,1.95
1990/10/15,1.95
1990/10/22,1.95
1990/10/29,1.95
1990/11/5,1.97
1990/11/13,1.96
1990/11/20,1.97
1990/11/28,1.97
1990/12/5,1.92
1990/12/12,1.94
1990/12/19,1.93
1990/12/27,1.89
1991/1/4,1.93
1991/1/11,1.91
1991/1/18,1.94
1991/1/28,1.96
1991/2/4,1.98
1991/2/11,2
1991/2/19,1.95
1991/2/26,1.92
1991/3/5,1.9
1991/3/12,1.86
1991/3/19,1.77
1991/3/26,1.75
1991/4/2,1.77
1991/4/9,1.79
1991/4/16,1.79
1991/4/23,1.71
1991/4/30,1.72
1991/5/7,1.72
1991/5/14,1.74
1991/5/21,1.74
1991/5/29,1.73
1991/6/5,1.69
1991/6/12,1.64
1991/6/19,1.63
1991/6/26,1.64
1991/7/3,1.61
1991/7/11,1.61
1991/7/18,1.67
1991/7/25,1.68
1991/8/1,1.67
1991/8/8,1.7
1991/8/15,1.69
1991/8/22,1.7
1991/8/29,1.68
1991/9/6,1.7
1991/9/13,1.73
1991/9/20,1.73
1991/9/27,1.74
1991/10/4,1.74
1991/10/11,1.72
1991/10/21,1.72
1991/10/28,1.7
1991/11/4,1.78
1991/11/12,1.77
1991/11/19,1.8
1991/11/26,1.8
1991/12/4,1.77
1991/12/11,1.81
1991/12/18,1.83
1991/12/26,1.88
1992/1/3,1.85
1992/1/10,1.79
1992/1/17,1.78
1992/1/27,1.78
1992/2/3,1.8
1992/2/10,1.83
1992/2/18,1.75
1992/2/25,1.76
1992/3/3,1.74
1992/3/10,1.71
1992/3/17,1.73
1992/3/24,1.72
1992/3/31,1.74
1992/4/7,1.75
1992/4/14,1.77
1992/4/21,1.75
1992/4/28,1.78
1992/5/5,1.78
1992/5/12,1.81
1992/5/19,1.84
1992/5/27,1.8
1992/6/3,1.82
1992/6/10,1.83
1992/6/17,1.85
1992/6/24,1.88
1992/7/1,1.91
1992/7/8,1.92
1992/7/15,1.93
1992/7/22,1.9
1992/7/29,1.92
1992/8/5,1.91
1992/8/12,1.93
1992/8/19,1.94
1992/8/26,1.99
1992/9/2,2
1992/9/10,1.98
1992/9/17,1.78
1992/9/24,1.71
1992/10/1,1.73
1992/10/8,1.69
1992/10/16,1.66
1992/10/23,1.61
1992/10/30,1.56
1992/11/6,1.54
1992/11/16,1.52
1992/11/23,1.52
1992/12/1,1.54
1992/12/8,1.6
1992/12/15,1.57
1992/12/22,1.54
1992/12/30,1.51
1993/1/7,1.54
1993/1/14,1.54
1993/1/22,1.53
1993/1/29,1.49
1993/2/5,1.45
1993/2/12,1.42
1993/2/22,1.45
1993/3/1,1.44
1993/3/8,1.45
1993/3/15,1.43
1993/3/22,1.49
1993/3/29,1.49
1993/4/5,1.52
1993/4/12,1.55
1993/4/19,1.54
1993/4/26,1.59
1993/5/3,1.56
1993/5/10,1.54
1993/5/17,1.53
1993/5/24,1.54
1993/6/1,1.55
1993/6/8,1.52
1993/6/15,1.52
1993/6/22,1.48
1993/6/29,1.5
1993/7/7,1.49
1993/7/14,1.5
1993/7/21,1.52
1993/7/28,1.49
1993/8/4,1.5
1993/8/11,1.47
1993/8/18,1.51
1993/8/25,1.48
1993/9/1,1.51
1993/9/9,1.55
1993/9/16,1.53
1993/9/23,1.51
1993/9/30,1.5
1993/10/7,1.52
1993/10/15,1.51
1993/10/22,1.47
1993/10/29,1.49
1993/11/5,1.49
1993/11/15,1.49
1993/11/22,1.47
1993/11/30,1.49
1993/12/7,1.49
1993/12/14,1.49
1993/12/21,1.49
1993/12/28,1.51
1994/1/4,1.48
1994/1/11,1.49
1994/1/19,1.49
1994/1/26,1.49
1994/2/2,1.5
1994/2/9,1.46
1994/2/16,1.48
1994/2/24,1.48
1994/3/3,1.5
1994/3/10,1.5
1994/3/17,1.49
1994/3/24,1.49
1994/3/31,1.49
1994/4/7,1.47
1994/4/14,1.48
1994/4/21,1.49
1994/4/28,1.51
1994/5/5,1.5
1994/5/12,1.5
1994/5/19,1.51
1994/5/26,1.51
1994/6/3,1.51
1994/6/10,1.51
1994/6/17,1.53
1994/6/24,1.55
1994/7/1,1.54
1994/7/11,1.56
1994/7/18,1.56
